"id","country","gender","device","group","converted","total_spent"
"1013238","ESP","F","Android","A","0","0.00"
"1027220","USA","M","Android","B","0","0.00"
"1046616","MEX","F","Android","B","0","0.00"
"1031335","MEX","F","Android","A","0","0.00"
"1020549","USA","F","IOS","A","0","0.00"
"1024978","USA","F","IOS","A","0","0.00"
"1002661","ESP","M","Android","A","0","0.00"
"1025466","BRA","NA","Android","A","0","0.00"
"1020133","USA","F","Android","B","0","0.00"
"1048074","USA","F","Android","A","0","0.00"
"1039525","DEU","F","IOS","A","0","0.00"
"1020757","GBR","F","Android","B","0","0.00"
"1007087","BRA","F","IOS","A","0","0.00"
"1048116","GBR","F","Android","A","0","0.00"
"1017784","USA","F","Android","A","0","0.00"
"1040772","DEU","NA","Android","A","0","0.00"
"1039111","USA","F","Android","B","0","0.00"
"1048488","BRA","M","Android","B","0","0.00"
"1047523","TUR","NA","Android","A","0","0.00"
"1020458","USA","F","Android","B","0","0.00"
"1028546","USA","F","IOS","A","0","0.00"
"1049359","BRA","M","Android","B","0","0.00"
"1003233","BRA","M","NA","A","0","0.00"
"1046759","USA","F","Android","A","0","0.00"
"1015588","BRA","M","Android","B","0","0.00"
"1042819","ESP","M","Android","A","0","0.00"
"1027217","USA","NA","Android","A","0","0.00"
"1003421","USA","F","IOS","B","0","0.00"
"1036879","TUR","M","Android","B","0","0.00"
"1042522","FRA","F","IOS","B","0","0.00"
"1032241","DEU","M","IOS","A","0","0.00"
"1019298","USA","M","IOS","A","0","0.00"
"1016113","USA","NA","Android","A","0","0.00"
"1027658","USA","F","IOS","B","0","0.00"
"1010375","USA","F","Android","A","0","0.00"
"1046282","TUR","M","Android","B","0","0.00"
"1049599","TUR","M","IOS","B","0","0.00"
"1037785","MEX","F","IOS","B","0","0.00"
"1025493","MEX","M","IOS","B","0","0.00"
"1006167","CAN","F","IOS","A","0","0.00"
"1047291","BRA","F","IOS","B","0","0.00"
"1017198","BRA","F","IOS","A","0","0.00"
"1038521","MEX","F","Android","B","0","0.00"
"1034085","USA","M","IOS","A","0","0.00"
"1016303","GBR","M","Android","A","0","0.00"
"1024533","USA","F","Android","A","0","0.00"
"1043202","USA","M","IOS","A","0","0.00"
"1042787","FRA","O","IOS","A","0","0.00"
"1041062","GBR","M","Android","A","0","0.00"
"1030183","BRA","F","IOS","B","0","0.00"
"1005513","MEX","F","Android","A","0","0.00"
"1040688","USA","F","Android","B","0","0.00"
"1027810","USA","F","Android","B","0","0.00"
"1007709","MEX","M","Android","B","0","0.00"
"1038191","USA","F","Android","A","0","0.00"
"1021110","GBR","M","Android","A","0","0.00"
"1042499","USA","M","Android","B","0","0.00"
"1038626","BRA","M","Android","B","0","0.00"
"1010372","BRA","F","Android","B","0","0.00"
"1001333","BRA","M","IOS","A","0","0.00"
"1004394","USA","NA","Android","A","0","0.00"
"1019856","MEX","M","IOS","A","0","0.00"
"1048562","MEX","F","Android","B","0","0.00"
"1048410","USA","M","IOS","B","0","0.00"
"1046643","FRA","M","Android","B","0","0.00"
"1038676","CAN","F","Android","B","0","0.00"
"1032678","FRA","NA","Android","A","0","0.00"
"1016551","FRA","F","IOS","B","0","0.00"
"1048948","CAN","M","Android","B","0","0.00"
"1004780","DEU","F","Android","B","0","0.00"
"1036302","GBR","M","Android","A","0","0.00"
"1013206","BRA","M","Android","B","0","0.00"
"1034932","USA","NA","Android","A","0","0.00"
"1043679","USA","M","Android","B","0","0.00"
"1047521","ESP","M","IOS","B","0","0.00"
"1008953","USA","NA","Android","B","0","0.00"
"1003617","USA","F","Android","B","0","0.00"
"1002270","BRA","NA","IOS","A","0","0.00"
"1037334","ESP","F","Android","B","0","0.00"
"1006566","USA","F","Android","B","0","0.00"
"1039260","USA","F","Android","B","1","51.39"
"1023584","BRA","F","Android","B","0","0.00"
"1025678","USA","F","Android","A","0","0.00"
"1049237","USA","M","Android","A","0","0.00"
"1044179","MEX","F","IOS","B","0","0.00"
"1008093","CAN","NA","Android","B","0","0.00"
"1026512","GBR","M","IOS","B","0","0.00"
"1049520","USA","O","IOS","A","0","0.00"
"1046867","CAN","F","Android","B","0","0.00"
"1034190","FRA","F","Android","A","0","0.00"
"1046689","DEU","F","Android","B","0","0.00"
"1028547","BRA","F","IOS","B","0","0.00"
"1029289","USA","O","Android","A","0","0.00"
"1017690","ESP","F","IOS","A","0","0.00"
"1042771","CAN","F","IOS","B","0","0.00"
"1041272","DEU","F","IOS","A","0","0.00"
"1025895","USA","F","Android","B","0","0.00"
"1006193","USA","M","Android","B","0","0.00"
"1022813","FRA","F","Android","A","0","0.00"
"1011654","MEX","M","Android","B","0","0.00"
"1011190","TUR","F","Android","B","0","0.00"
"1004502","DEU","F","Android","A","0","0.00"
"1005854","GBR","NA","Android","A","0","0.00"
"1033736","BRA","F","Android","B","0","0.00"
"1015174","DEU","F","IOS","B","0","0.00"
"1037107","BRA","NA","IOS","B","0","0.00"
"1031398","MEX","NA","IOS","A","0","0.00"
"1033994","DEU","NA","Android","B","0","0.00"
"1040592","DEU","NA","IOS","B","0","0.00"
"1024959","FRA","F","Android","B","0","0.00"
"1005925","USA","M","Android","B","0","0.00"
"1000930","DEU","F","Android","A","1","114.56"
"1037905","BRA","F","Android","A","0","0.00"
"1027686","TUR","F","Android","A","0","0.00"
"1005432","BRA","F","Android","A","1","65.36"
"1025519","MEX","F","Android","A","0","0.00"
"1044469","MEX","NA","IOS","A","0","0.00"
"1028042","TUR","NA","IOS","B","0","0.00"
"1014706","MEX","M","IOS","A","0","0.00"
"1029167","ESP","M","IOS","B","0","0.00"
"1008021","BRA","M","Android","B","0","0.00"
"1046483","USA","M","IOS","A","0","0.00"
"1045154","GBR","F","Android","B","0","0.00"
"1029493","USA","F","IOS","A","0","0.00"
"1020986","MEX","M","Android","A","0","0.00"
"1016180","USA","F","IOS","A","0","0.00"
"1012129","USA","F","IOS","B","0","0.00"
"1003675","DEU","F","Android","B","0","0.00"
"1023537","BRA","NA","IOS","B","0","0.00"
"1015104","CAN","M","Android","A","0","0.00"
"1035956","USA","F","Android","A","0","0.00"
"1022184","BRA","O","Android","B","0","0.00"
"1018354","USA","M","Android","B","0","0.00"
"1009153","BRA","M","Android","A","0","0.00"
"1027267","BRA","M","IOS","B","0","0.00"
"1028255","MEX","F","IOS","A","0","0.00"
"1008223","BRA","M","IOS","B","0","0.00"
"1026592","BRA","M","IOS","A","0","0.00"
"1031059","MEX","M","IOS","B","0","0.00"
"1019661","MEX","M","IOS","A","0","0.00"
"1001828","AUS","M","IOS","A","0","0.00"
"1019482","DEU","F","Android","B","0","0.00"
"1039268","BRA","F","IOS","A","0","0.00"
"1034799","USA","M","Android","B","0","0.00"
"1008414","BRA","F","Android","B","0","0.00"
"1031189","GBR","F","IOS","B","0","0.00"
"1013754","TUR","M","Android","B","0","0.00"
"1042869","TUR","NA","Android","A","0","0.00"
"1024506","TUR","F","IOS","A","1","29.55"
"1023694","GBR","M","IOS","A","0","0.00"
"1018528","GBR","NA","Android","B","0","0.00"
"1025660","DEU","M","IOS","A","0","0.00"
"1017952","FRA","F","IOS","A","0","0.00"
"1005161","BRA","O","Android","B","0","0.00"
"1015040","NA","F","Android","B","0","0.00"
"1007204","BRA","M","Android","B","0","0.00"
"1043377","BRA","M","IOS","A","0","0.00"
"1021772","BRA","M","IOS","B","0","0.00"
"1041949","MEX","NA","IOS","B","0","0.00"
"1039559","USA","NA","Android","B","0","0.00"
"1011288","GBR","F","Android","A","0","0.00"
"1027718","MEX","F","Android","A","0","0.00"
"1021611","USA","O","IOS","B","0","0.00"
"1031239","FRA","NA","Android","B","1","109.53"
"1018792","USA","O","Android","A","0","0.00"
"1041145","USA","NA","Android","A","0","0.00"
"1048203","FRA","F","IOS","A","0","0.00"
"1032461","MEX","M","Android","A","0","0.00"
"1012127","DEU","M","Android","B","0","0.00"
"1007302","MEX","NA","Android","A","0","0.00"
"1047381","USA","F","Android","A","0","0.00"
"1037545","DEU","M","Android","B","0","0.00"
"1015182","MEX","NA","Android","A","0","0.00"
"1004299","TUR","M","IOS","B","0","0.00"
"1044825","GBR","M","Android","B","0","0.00"
"1036026","USA","M","IOS","A","0","0.00"
"1006466","MEX","M","IOS","B","0","0.00"
"1047436","BRA","M","IOS","A","0","0.00"
"1019249","MEX","O","Android","B","0","0.00"
"1047040","USA","F","Android","B","0","0.00"
"1045856","USA","F","Android","A","0","0.00"
"1035411","TUR","M","Android","B","0","0.00"
"1022657","AUS","M","Android","A","0","0.00"
"1012348","FRA","F","Android","B","0","0.00"
"1018960","USA","F","Android","B","0","0.00"
"1043007","USA","M","IOS","A","0","0.00"
"1016387","USA","M","IOS","B","0","0.00"
"1042298","TUR","M","Android","B","0","0.00"
"1030834","BRA","F","IOS","B","0","0.00"
"1041110","FRA","M","IOS","B","0","0.00"
"1005829","USA","F","Android","A","0","0.00"
"1023556","DEU","F","IOS","B","0","0.00"
"1009834","ESP","M","Android","B","0","0.00"
"1030511","DEU","M","Android","A","0","0.00"
"1048574","TUR","M","Android","A","0","0.00"
"1011922","ESP","O","Android","B","0","0.00"
"1043819","BRA","F","IOS","A","0","0.00"
"1038155","FRA","M","IOS","A","0","0.00"
"1015703","GBR","M","IOS","A","0","0.00"
"1008197","ESP","M","Android","A","0","0.00"
"1000684","NA","M","IOS","A","0","0.00"
"1012696","USA","F","Android","B","0","0.00"
"1027827","GBR","F","Android","B","0","0.00"
"1047931","MEX","F","IOS","B","0","0.00"
"1038113","USA","F","Android","B","0","0.00"
"1002617","BRA","M","IOS","A","0","0.00"
"1003405","GBR","F","Android","A","0","0.00"
"1048767","USA","F","IOS","B","0","0.00"
"1010763","BRA","F","Android","B","0","0.00"
"1002602","DEU","F","Android","A","0","0.00"
"1037083","DEU","M","Android","A","0","0.00"
"1022572","USA","NA","IOS","B","0","0.00"
"1035467","AUS","M","IOS","A","0","0.00"
"1046594","FRA","M","IOS","B","0","0.00"
"1005136","BRA","M","IOS","A","0","0.00"
"1008078","NA","F","Android","B","0","0.00"
"1005708","TUR","F","Android","B","0","0.00"
"1047698","GBR","M","Android","A","0","0.00"
"1048239","USA","M","Android","A","0","0.00"
"1016987","BRA","M","IOS","B","0","0.00"
"1040393","TUR","M","Android","B","0","0.00"
"1031268","ESP","M","IOS","B","0","0.00"
"1032070","MEX","F","IOS","B","0","0.00"
"1035286","MEX","NA","Android","B","0","0.00"
"1014019","ESP","M","Android","A","0","0.00"
"1046580","USA","O","IOS","A","0","0.00"
"1003035","MEX","F","Android","B","0","0.00"
"1039109","USA","F","Android","B","0","0.00"
"1026300","MEX","M","Android","A","0","0.00"
"1026326","CAN","M","Android","B","0","0.00"
"1029620","BRA","F","Android","B","0","0.00"
"1026152","USA","O","Android","B","0","0.00"
"1003593","AUS","F","Android","A","0","0.00"
"1044484","BRA","M","IOS","B","0","0.00"
"1043684","USA","F","Android","B","0","0.00"
"1000626","USA","NA","Android","A","0","0.00"
"1045434","MEX","F","IOS","A","0","0.00"
"1012615","USA","M","Android","A","0","0.00"
"1022893","BRA","F","IOS","A","0","0.00"
"1046566","USA","M","Android","A","0","0.00"
"1026787","MEX","F","Android","A","0","0.00"
"1045140","FRA","NA","IOS","B","0","0.00"
"1002192","USA","M","Android","B","0","0.00"
"1041510","GBR","F","IOS","A","0","0.00"
"1035778","USA","M","Android","B","0","0.00"
"1019128","FRA","NA","IOS","A","0","0.00"
"1038349","BRA","NA","Android","B","0","0.00"
"1010631","TUR","F","IOS","B","0","0.00"
"1021933","USA","F","Android","B","0","0.00"
"1026302","GBR","M","Android","A","0","0.00"
"1007010","GBR","M","Android","B","0","0.00"
"1045338","MEX","M","IOS","A","0","0.00"
"1014258","GBR","M","Android","B","0","0.00"
"1004359","ESP","F","Android","A","0","0.00"
"1019102","ESP","F","IOS","B","0","0.00"
"1015172","MEX","M","IOS","B","0","0.00"
"1049454","USA","NA","IOS","A","0","0.00"
"1033278","USA","M","Android","A","0","0.00"
"1010284","BRA","M","IOS","A","0","0.00"
"1032375","ESP","F","Android","B","0","0.00"
"1003106","AUS","M","Android","B","0","0.00"
"1042182","USA","F","IOS","B","0","0.00"
"1027080","FRA","NA","Android","B","0","0.00"
"1019386","USA","F","IOS","B","0","0.00"
"1034506","BRA","F","Android","B","0","0.00"
"1019240","DEU","M","Android","A","0","0.00"
"1011421","BRA","F","Android","B","0","0.00"
"1030966","BRA","F","IOS","B","0","0.00"
"1027916","USA","M","Android","B","0","0.00"
"1007110","DEU","F","IOS","A","0","0.00"
"1027252","USA","F","Android","A","0","0.00"
"1040475","MEX","NA","Android","A","0","0.00"
"1035718","CAN","F","IOS","A","0","0.00"
"1025739","GBR","M","IOS","A","0","0.00"
"1041824","MEX","M","IOS","A","0","0.00"
"1039020","BRA","M","Android","A","0","0.00"
"1028407","BRA","F","Android","A","0","0.00"
"1022888","MEX","F","Android","A","0","0.00"
"1047890","USA","F","IOS","A","0","0.00"
"1035349","BRA","F","Android","A","0","0.00"
"1000625","MEX","O","IOS","A","0","0.00"
"1046844","ESP","M","IOS","B","0","0.00"
"1035961","BRA","F","Android","B","0","0.00"
"1002028","TUR","F","Android","A","0","0.00"
"1000183","MEX","M","Android","B","0","0.00"
"1014886","BRA","M","Android","A","0","0.00"
"1012711","USA","F","Android","A","0","0.00"
"1011463","MEX","F","Android","B","0","0.00"
"1019409","FRA","F","Android","B","0","0.00"
"1015057","MEX","F","Android","A","0","0.00"
"1006666","MEX","M","Android","A","0","0.00"
"1028150","USA","NA","IOS","A","0","0.00"
"1026097","BRA","F","Android","B","1","79.91"
"1045317","USA","F","Android","A","0","0.00"
"1032929","USA","F","IOS","B","0","0.00"
"1036644","USA","M","Android","B","0","0.00"
"1014318","USA","M","IOS","A","0","0.00"
"1039002","USA","F","IOS","B","0","0.00"
"1032711","MEX","F","Android","B","0","0.00"
"1031352","AUS","F","IOS","A","0","0.00"
"1033298","USA","O","Android","B","1","13.93"
"1030505","USA","M","Android","A","0","0.00"
"1027493","BRA","F","Android","A","0","0.00"
"1001782","CAN","M","Android","A","0","0.00"
"1041258","BRA","F","Android","B","0","0.00"
"1021561","TUR","M","IOS","A","0","0.00"
"1047816","USA","M","Android","A","0","0.00"
"1024386","MEX","M","IOS","A","0","0.00"
"1001717","USA","F","Android","B","0","0.00"
"1028820","USA","M","Android","B","0","0.00"
"1028566","DEU","F","Android","A","0","0.00"
"1011928","BRA","M","Android","A","0","0.00"
"1001468","AUS","M","Android","B","0","0.00"
"1035176","CAN","F","IOS","B","0","0.00"
"1013962","USA","M","Android","B","0","0.00"
"1042893","USA","M","IOS","B","0","0.00"
"1027167","CAN","M","Android","A","0","0.00"
"1007570","AUS","F","IOS","B","0","0.00"
"1001232","USA","F","Android","A","0","0.00"
"1028416","USA","F","Android","B","0","0.00"
"1011203","BRA","F","Android","B","0","0.00"
"1009823","CAN","M","IOS","A","0","0.00"
"1038285","GBR","M","Android","A","0","0.00"
"1034789","BRA","F","IOS","A","0","0.00"
"1036051","USA","NA","Android","A","0","0.00"
"1045748","GBR","F","IOS","B","0","0.00"
"1034984","FRA","M","Android","B","0","0.00"
"1018726","NA","M","Android","B","0","0.00"
"1012753","GBR","NA","Android","B","0","0.00"
"1001682","BRA","M","IOS","B","1","23.51"
"1046163","FRA","F","Android","B","0","0.00"
"1041699","DEU","F","IOS","A","0","0.00"
"1041508","CAN","M","IOS","A","0","0.00"
"1013659","GBR","M","Android","A","0","0.00"
"1029098","CAN","F","Android","B","0","0.00"
"1043380","ESP","M","Android","B","0","0.00"
"1035369","USA","F","Android","A","0","0.00"
"1004602","MEX","F","IOS","B","0","0.00"
"1040602","DEU","M","Android","A","0","0.00"
"1018954","USA","F","Android","B","0","0.00"
"1006402","FRA","M","IOS","B","0","0.00"
"1044791","GBR","M","Android","B","0","0.00"
"1038884","DEU","F","Android","A","0","0.00"
"1008304","USA","M","Android","A","0","0.00"
"1027795","USA","F","IOS","A","0","0.00"
"1023460","NA","F","IOS","A","0","0.00"
"1046980","GBR","M","IOS","B","0","0.00"
"1040121","AUS","F","IOS","B","0","0.00"
"1034213","USA","NA","IOS","B","0","0.00"
"1020999","MEX","F","Android","B","0","0.00"
"1031357","FRA","M","Android","A","0","0.00"
"1029539","USA","F","Android","A","0","0.00"
"1021947","USA","M","Android","B","0","0.00"
"1030745","FRA","NA","Android","A","0","0.00"
"1003785","TUR","F","IOS","B","0","0.00"
"1000533","USA","M","Android","B","0","0.00"
"1001718","BRA","M","Android","B","0","0.00"
"1039958","USA","M","Android","A","0","0.00"
"1046978","GBR","M","Android","B","0","0.00"
"1018932","CAN","F","Android","A","0","0.00"
"1036627","CAN","F","Android","B","0","0.00"
"1049690","FRA","NA","Android","B","0","0.00"
"1046278","GBR","F","Android","B","0","0.00"
"1032276","USA","F","IOS","A","0","0.00"
"1025800","USA","F","Android","A","0","0.00"
"1038549","DEU","F","Android","B","0","0.00"
"1020990","GBR","M","IOS","A","0","0.00"
"1022921","BRA","M","Android","B","0","0.00"
"1033060","GBR","O","Android","B","0","0.00"
"1005220","MEX","M","Android","A","0","0.00"
"1045175","USA","M","Android","B","0","0.00"
"1027871","DEU","M","IOS","A","0","0.00"
"1023319","USA","M","NA","B","0","0.00"
"1040321","MEX","F","IOS","B","0","0.00"
"1020961","DEU","F","IOS","B","0","0.00"
"1002236","BRA","F","Android","B","0","0.00"
"1001867","TUR","F","Android","B","0","0.00"
"1039278","USA","NA","IOS","A","0","0.00"
"1031546","USA","F","IOS","A","0","0.00"
"1019777","USA","F","IOS","A","0","0.00"
"1044816","USA","M","Android","A","0","0.00"
"1027419","USA","M","Android","B","0","0.00"
"1002579","CAN","F","Android","B","0","0.00"
"1029190","ESP","O","IOS","B","0","0.00"
"1018472","FRA","F","Android","B","0","0.00"
"1012644","AUS","F","IOS","B","0","0.00"
